filename,type,original_size(byte),algorithm,time_cost(s),compressed_size(byte),ratio
442.txt,text,1975,huffman,0.00010633468627929688,1335,0.6759493670886076
443.txt,text,1237,huffman,7.867813110351562e-05,855,0.6911883589329022
444.txt,text,1692,huffman,0.00011682510375976562,1193,0.7050827423167849
445.txt,text,2177,huffman,0.00010967254638671875,1420,0.6522737712448323
446.txt,text,1860,huffman,0.00010371208190917969,1271,0.6833333333333333
447.txt,text,1343,huffman,7.82012939453125e-05,935,0.6962025316455697
448.txt,text,2434,huffman,0.0001366138458251953,1606,0.6598192276088742
449.txt,text,3018,huffman,0.0001430511474609375,1923,0.6371769383697813
450.txt,text,2428,huffman,0.00012254714965820312,1594,0.6565074135090609
451.txt,text,1877,huffman,0.00013065338134765625,1317,0.7016515716568993
452.txt,text,2015,huffman,0.00010180473327636719,1339,0.6645161290322581
453.txt,text,1917,huffman,0.0001666545867919922,1296,0.676056338028169
454.txt,text,2722,huffman,0.00017213821411132812,1784,0.6554004408523145
455.txt,text,2363,huffman,0.0001266002655029297,1551,0.6563690224291155
456.txt,text,1211,huffman,0.0001494884490966797,906,0.7481420313790256
457.txt,text,2373,huffman,0.00010466575622558594,1492,0.62873999157185
458.txt,text,2173,huffman,0.00017142295837402344,1424,0.655315232397607
459.txt,text,2089,huffman,0.00011897087097167969,1385,0.6629966491144088
460.txt,text,2014,huffman,0.00013780593872070312,1365,0.6777557100297915
461.txt,text,1840,huffman,0.00011205673217773438,1242,0.675
462.txt,text,1730,huffman,0.00017595291137695312,1211,0.7
463.txt,text,1051,huffman,7.176399230957031e-05,759,0.7221693625118935
464.txt,text,1372,huffman,9.870529174804688e-05,1025,0.7470845481049563
465.txt,text,1327,huffman,0.0001049041748046875,964,0.7264506405425772
466.txt,text,1838,huffman,0.00015878677368164062,1280,0.6964091403699674
467.txt,text,1232,huffman,0.00013875961303710938,933,0.7573051948051948
468.txt,text,1753,huffman,0.0001537799835205078,1221,0.6965202509982886
469.txt,text,2029,huffman,0.0001533031463623047,1377,0.6786594381468704
470.txt,text,866,huffman,0.00013494491577148438,708,0.8175519630484989
471.txt,text,3020,huffman,0.00024271011352539062,1948,0.6450331125827815
472.txt,text,2943,huffman,0.00023746490478515625,1909,0.6486578321440707
473.txt,text,964,huffman,0.00012826919555664062,738,0.7655601659751037
474.txt,text,1200,huffman,0.00014901161193847656,889,0.7408333333333333
475.txt,text,1796,huffman,0.00023317337036132812,1230,0.6848552338530067
476.txt,text,1306,huffman,0.0001366138458251953,953,0.7297090352220521
477.txt,text,1462,huffman,0.0001404285430908203,1020,0.6976744186046512
478.txt,text,1716,huffman,0.0001442432403564453,1105,0.6439393939393939
479.txt,text,2211,huffman,0.00022363662719726562,1555,0.7033016734509272
480.txt,text,1017,huffman,0.00014138221740722656,817,0.8033431661750245
481.txt,text,2163,huffman,0.00018787384033203125,1481,0.6846971798428109
482.txt,text,3097,huffman,0.0001380443572998047,2028,0.6548272521795285
483.txt,text,1150,huffman,9.5367431640625e-05,846,0.7356521739130435
484.txt,text,1277,huffman,8.487701416015625e-05,875,0.6851996867658575
